Column_Data_00
    step      time[sec]       Fx[04]        Fy[04]        Fz[04]
     389   6.483334e+01   4.5856e-04   -4.0385e-10    0.0000e+00
     390   6.500000e+01   4.6072e-04   -9.6924e-10    0.0000e+00
     391   6.516667e+01   4.6090e-04   -4.8462e-10    0.0000e+00
     392   6.533334e+01   4.6098e-04   -4.0385e-10    0.0000e+00
     393   6.550000e+01   4.5908e-04    9.6924e-10    0.0000e+00
     394   6.566667e+01   4.5523e-04    1.3731e-09    0.0000e+00
     395   6.583334e+01   4.4969e-04    1.5346e-09    0.0000e+00
     396   6.600000e+01   4.4290e-04    9.6924e-10    0.0000e+00
     397   6.616667e+01   4.3490e-04    1.6154e-09    0.0000e+00
     398   6.633334e+01   4.2579e-04    1.6154e-09    0.0000e+00
     399   6.650000e+01   4.1569e-04    7.2693e-10    0.0000e+00
     400   6.666666e+01   4.0474e-04    0.0000e+00    0.0000e+00
     401   6.683334e+01   3.9304e-04    3.2308e-10    0.0000e+00
     402   6.700001e+01   3.8077e-04    4.2808e-09    0.0000e+00
     403   6.716666e+01   3.6807e-04    2.7462e-09    0.0000e+00
     404   6.733334e+01   3.5505e-04    8.8847e-10    0.0000e+00
     405   6.750000e+01   3.4185e-04    1.0500e-09    0.0000e+00
     406   6.766667e+01   3.2860e-04    4.0385e-09    0.0000e+00
     407   6.783334e+01   3.1542e-04    4.4827e-09    0.0000e+00
     408   6.800001e+01   3.0241e-04    2.5039e-09    0.0000e+00
     409   6.816666e+01   2.8967e-04    6.0174e-09    0.0000e+00
     410   6.833334e+01   2.7737e-04    1.6558e-09    0.0000e+00
     411   6.850000e+01   2.6558e-04   -1.2519e-09    0.0000e+00
     412   6.866667e+01   2.5444e-04    3.6347e-09    0.0000e+00
     413   6.883334e+01   2.4403e-04    3.1500e-09    0.0000e+00
     414   6.900000e+01   2.3440e-04    2.7462e-09    0.0000e+00
     415   6.916666e+01   2.2561e-04    5.4116e-09    0.0000e+00
     416   6.933334e+01   2.1763e-04    4.5635e-09    0.0000e+00
     417   6.950000e+01   2.1053e-04    3.9577e-09    0.0000e+00
     418   6.966667e+01   2.0424e-04    5.8154e-09    0.0000e+00
     419   6.983333e+01   1.9880e-04    4.5231e-09    0.0000e+00
     420   7.000000e+01   1.9416e-04    5.3712e-09    0.0000e+00
     421   7.016666e+01   1.9024e-04    4.7251e-09    0.0000e+00
     422   7.033334e+01   1.8700e-04    6.5828e-09    0.0000e+00
     423   7.050000e+01   1.8438e-04    5.4520e-09    0.0000e+00
     424   7.066667e+01   1.8231e-04    5.4318e-09    0.0000e+00
     425   7.083333e+01   1.8067e-04    5.6337e-09    0.0000e+00
     426   7.100000e+01   1.7944e-04    5.5933e-09    0.0000e+00
     427   7.116667e+01   1.7849e-04    5.4116e-09    0.0000e+00
     428   7.133334e+01   1.7772e-04    5.2904e-09    0.0000e+00
     429   7.150001e+01   1.7706e-04    4.4928e-09    0.0000e+00
     430   7.166666e+01   1.7639e-04    5.4015e-09    0.0000e+00
     431   7.183334e+01   1.7564e-04    4.5938e-09    0.0000e+00
     432   7.200000e+01   1.7471e-04    5.2299e-09    0.0000e+00
     433   7.216667e+01   1.7350e-04    5.4217e-09    0.0000e+00
     434   7.233334e+01   1.7196e-04    5.3245e-09    0.0000e+00
     435   7.250001e+01   1.6999e-04    6.3045e-09    0.0000e+00
     436   7.266666e+01   1.6752e-04    6.1739e-09    0.0000e+00
     437   7.283334e+01   1.6450e-04    6.7897e-09    0.0000e+00
     438   7.300000e+01   1.6088e-04    7.3097e-09    0.0000e+00
     439   7.316667e+01   1.5660e-04    6.9159e-09    0.0000e+00
     440   7.333334e+01   1.5166e-04    7.0169e-09    0.0000e+00
     441   7.350000e+01   1.4604e-04    6.5020e-09    0.0000e+00
     442   7.366666e+01   1.3971e-04    6.4212e-09    0.0000e+00
     443   7.383334e+01   1.3270e-04    6.0981e-09    0.0000e+00
     444   7.400000e+01   1.2502e-04    5.5328e-09    0.0000e+00
     445   7.416667e+01   1.1670e-04    5.7751e-09    0.0000e+00
     446   7.433333e+01   1.0778e-04    5.8356e-09    0.0000e+00
     447   7.450000e+01   9.8315e-05    5.4318e-09    0.0000e+00
     448   7.466666e+01   8.8372e-05    6.3606e-09    0.0000e+00
     449   7.483334e+01   7.8011e-05    5.5933e-09    0.0000e+00
     450   7.500000e+01   6.7321e-05    5.6943e-09    0.0000e+00
     451   7.516667e+01   5.6386e-05    5.8558e-09    0.0000e+00
     452   7.533333e+01   4.5297e-05    5.6135e-09    0.0000e+00
     453   7.550000e+01   3.4151e-05    7.2693e-09    0.0000e+00
     454   7.566667e+01   2.3053e-05    4.9674e-09    0.0000e+00
     455   7.583334e+01   1.2094e-05    5.5731e-09    0.0000e+00
     456   7.600001e+01   1.3631e-06    5.9770e-09    0.0000e+00
     457   7.616666e+01  -9.0367e-06    4.5635e-09    0.0000e+00
     458   7.633334e+01  -1.9017e-05    6.0981e-09    0.0000e+00
     459   7.650000e+01  -2.8485e-05    5.2904e-09    0.0000e+00
     460   7.666667e+01  -3.7376e-05    5.1693e-09    0.0000e+00
     461   7.683334e+01  -4.5595e-05    3.6347e-09    0.0000e+00
     462   7.700001e+01  -5.3059e-05    5.0481e-09    0.0000e+00
     463   7.716666e+01  -5.9721e-05    6.9866e-09    0.0000e+00
     464   7.733334e+01  -6.5534e-05    6.5828e-09    0.0000e+00
     465   7.750000e+01  -7.0467e-05    4.2808e-09    0.0000e+00
     466   7.766667e+01  -7.4475e-05    6.0578e-09    0.0000e+00
     467   7.783334e+01  -7.7529e-05    7.1885e-09    0.0000e+00
     468   7.800000e+01  -7.9628e-05    6.4212e-09    0.0000e+00
     469   7.816666e+01  -7.9990e-05    5.8962e-09    0.0000e+00
     470   7.833334e+01  -8.0437e-05    5.8962e-09    0.0000e+00
     471   7.850000e+01  -8.1061e-05    6.6635e-09    0.0000e+00
     472   7.866667e+01  -8.1345e-05    5.5328e-09    0.0000e+00
     473   7.883333e+01  -7.7991e-05    2.7866e-09    0.0000e+00
     474   7.900000e+01  -7.4241e-05    4.4020e-09    0.0000e+00
     475   7.916666e+01  -6.9807e-05    4.8462e-09    0.0000e+00
     476   7.933334e+01  -6.4679e-05    3.9981e-09    0.0000e+00
     477   7.950000e+01  -5.8902e-05    5.5328e-09    0.0000e+00
     478   7.966667e+01  -5.2535e-05    3.2712e-09    0.0000e+00
     479   7.983333e+01  -4.5641e-05    4.5231e-09    0.0000e+00
     480   8.000000e+01  -3.8312e-05    3.5943e-09    0.0000e+00
     481   8.016667e+01  -3.0626e-05    4.9270e-09    0.0000e+00
     482   8.033334e+01  -2.2655e-05    2.6654e-09    0.0000e+00
     483   8.050001e+01  -1.4473e-05    5.8962e-09    0.0000e+00
     484   8.066666e+01  -6.1356e-06    3.1096e-09    0.0000e+00
     485   8.083334e+01   2.3015e-06    5.2097e-09    0.0000e+00
     486   8.100000e+01   1.0784e-05    6.5828e-09    0.0000e+00
     487   8.116667e+01   1.9246e-05    2.6250e-09    0.0000e+00
     488   8.133334e+01   2.7616e-05    5.0077e-09    0.0000e+00
     489   8.150001e+01   3.5809e-05    3.6750e-09    0.0000e+00
     490   8.166666e+01   4.3744e-05    3.5741e-09    0.0000e+00
     491   8.183334e+01   5.1350e-05    4.5231e-09    0.0000e+00
     492   8.200000e+01   5.8564e-05    3.3116e-09    0.0000e+00
     493   8.216667e+01   6.5344e-05    2.6654e-09    0.0000e+00
     494   8.233334e+01   7.1672e-05    3.1904e-09    0.0000e+00
     495   8.250000e+01   7.7545e-05    3.8770e-09    0.0000e+00
     496   8.266666e+01   8.2982e-05    4.0789e-09    0.0000e+00
     497   8.283334e+01   8.7999e-05    4.4625e-09    0.0000e+00
     498   8.300000e+01   9.2623e-05    2.4433e-09    0.0000e+00
     499   8.316667e+01   9.6885e-05    2.6755e-09    0.0000e+00
     500   8.333333e+01   1.0082e-04    3.9173e-09    0.0000e+00
     501   8.350000e+01   1.0445e-04    3.0996e-09    0.0000e+00
     502   8.366666e+01   1.0783e-04    3.7760e-09    0.0000e+00
     503   8.383334e+01   1.1098e-04    3.4731e-09    0.0000e+00
     504   8.400000e+01   1.1396e-04    3.7987e-09    0.0000e+00
     505   8.416667e+01   1.1679e-04    3.4422e-09    0.0000e+00
     506   8.433333e+01   1.1953e-04    3.5993e-09    0.0000e+00
     507   8.450000e+01   1.2222e-04    4.1067e-09    0.0000e+00
     508   8.466667e+01   1.2490e-04    3.1349e-09    0.0000e+00
     509   8.483334e+01   1.2762e-04    3.0289e-09    0.0000e+00
     510   8.500001e+01   1.3042e-04    2.6755e-09    0.0000e+00
     511   8.516666e+01   1.3336e-04    3.5943e-09    0.0000e+00
     512   8.533334e+01   1.3646e-04    2.5342e-09    0.0000e+00
     513   8.550000e+01   1.3977e-04    1.6558e-09    0.0000e+00
     514   8.566667e+01   1.4331e-04    2.2010e-09    0.0000e+00
     515   8.583334e+01   1.4712e-04    3.0087e-09    0.0000e+00
     516   8.600001e+01   1.5122e-04    3.5135e-09    0.0000e+00
     517   8.616666e+01   1.5563e-04    2.9885e-09    0.0000e+00
     518   8.633334e+01   1.6040e-04    2.7058e-09    0.0000e+00
     519   8.650000e+01   1.6549e-04    2.8270e-09    0.0000e+00
     520   8.666667e+01   1.7093e-04    2.6856e-09    0.0000e+00
     521   8.683334e+01   1.7670e-04    2.1404e-09    0.0000e+00
     522   8.700000e+01   1.8281e-04    3.4731e-09    0.0000e+00
     523   8.716666e+01   1.8923e-04    1.7366e-09    0.0000e+00
     524   8.733334e+01   1.9592e-04    1.9789e-09    0.0000e+00
     525   8.750000e+01   2.0287e-04    3.6347e-10    0.0000e+00
     526   8.766667e+01   2.1002e-04    2.1404e-09    0.0000e+00
     527   8.783333e+01   2.1735e-04    1.2116e-09    0.0000e+00
     528   8.800000e+01   2.2481e-04    2.8673e-09    0.0000e+00
     529   8.816666e+01   2.3233e-04    2.3423e-09    0.0000e+00
     530   8.833334e+01   2.3989e-04    3.3520e-09    0.0000e+00
     531   8.850000e+01   2.4742e-04    9.2886e-10    0.0000e+00
     532   8.866667e+01   2.5486e-04    1.0096e-09    0.0000e+00
     533   8.883333e+01   2.6216e-04    3.2308e-10    0.0000e+00
     534   8.900000e+01   2.6926e-04    9.2886e-10    0.0000e+00
     535   8.916667e+01   2.7609e-04    2.9481e-09    0.0000e+00
     536   8.933334e+01   2.8261e-04    4.0385e-09    0.0000e+00
     537   8.950001e+01   2.8879e-04    3.3923e-09    0.0000e+00
     538   8.966666e+01   2.9456e-04    4.2808e-09    0.0000e+00
     539   8.983334e+01   2.9988e-04    6.8655e-10    0.0000e+00
     540   9.000000e+01   3.0471e-04    4.4424e-10    0.0000e+00
     541   9.016667e+01   3.0902e-04    1.2923e-09    0.0000e+00
     542   9.033334e+01   3.1277e-04    5.1693e-09    0.0000e+00
     543   9.050001e+01   3.1596e-04    3.2308e-09    0.0000e+00
     544   9.066666e+01   3.1852e-04    4.1597e-09    0.0000e+00
     545   9.083334e+01   3.2050e-04    1.8981e-09    0.0000e+00
     546   9.100000e+01   3.2058e-04    4.5635e-09    0.0000e+00
     547   9.116667e+01   3.2079e-04    6.5020e-09    0.0000e+00
     548   9.133334e+01   3.2112e-04    7.6732e-09    0.0000e+00
     549   9.150000e+01   3.2162e-04    7.2693e-09    0.0000e+00
     550   9.166666e+01   3.2272e-04   -6.0578e-10    0.0000e+00
     551   9.183334e+01   3.2004e-04   -7.6732e-10    0.0000e+00
     552   9.200000e+01   3.1743e-04    6.4616e-10    0.0000e+00
     553   9.216667e+01   3.1446e-04    3.5539e-09    0.0000e+00
     554   9.233333e+01   3.1108e-04    2.5443e-09    0.0000e+00
     555   9.250000e+01   3.0728e-04    2.1000e-09    0.0000e+00
     556   9.266666e+01   3.0308e-04    4.2000e-09    0.0000e+00
     557   9.283334e+01   2.9850e-04    2.5039e-09    0.0000e+00
     558   9.300000e+01   2.9360e-04    3.5135e-09    0.0000e+00
     559   9.316667e+01   2.8843e-04    3.5943e-09    0.0000e+00
     560   9.333334e+01   2.8300e-04    4.1597e-09    0.0000e+00
     561   9.350000e+01   2.7739e-04    2.7866e-09    0.0000e+00
     562   9.366667e+01   2.7158e-04    2.9077e-09    0.0000e+00
     563   9.383334e+01   2.6560e-04    5.5731e-09    0.0000e+00
     564   9.400001e+01   2.5948e-04    4.2404e-09    0.0000e+00
     565   9.416666e+01   2.5322e-04    2.5443e-09    0.0000e+00
     566   9.433334e+01   2.4690e-04    4.7654e-09    0.0000e+00
     567   9.450000e+01   2.4059e-04    4.6039e-09    0.0000e+00
     568   9.466667e+01   2.3438e-04    1.8981e-09    0.0000e+00
     569   9.483334e+01   2.2831e-04    3.7558e-09    0.0000e+00
     570   9.500001e+01   2.2245e-04    3.5135e-09    0.0000e+00
     571   9.516666e+01   2.1682e-04    2.3019e-09    0.0000e+00
     572   9.533334e+01   2.1143e-04    5.0885e-09    0.0000e+00
     573   9.550000e+01   2.0626e-04    3.0693e-09    0.0000e+00
     574   9.566667e+01   2.0133e-04    5.0885e-09    0.0000e+00
     575   9.583334e+01   1.9657e-04    3.8366e-09    0.0000e+00
     576   9.600000e+01   1.9200e-04    3.2308e-09    0.0000e+00
     577   9.616666e+01   1.8757e-04    5.9164e-09    0.0000e+00
     578   9.633334e+01   1.8327e-04    4.2404e-09    0.0000e+00
     579   9.650000e+01   1.7913e-04    6.6231e-09    0.0000e+00
     580   9.666667e+01   1.7508e-04    5.3712e-09    0.0000e+00
     581   9.683333e+01   1.7113e-04    4.4827e-09    0.0000e+00
     582   9.700000e+01   1.6726e-04    4.8664e-09    0.0000e+00
     583   9.716666e+01   1.6346e-04    4.6443e-09    0.0000e+00
     584   9.733334e+01   1.5970e-04    6.1991e-09    0.0000e+00
     585   9.750000e+01   1.5597e-04    7.7640e-09    0.0000e+00
     586   9.766667e+01   1.5226e-04    6.2698e-09    0.0000e+00
     587   9.783334e+01   1.4853e-04    5.0986e-09    0.0000e+00
     588   9.800000e+01   1.4478e-04    5.7599e-09    0.0000e+00
     589   9.816667e+01   1.4099e-04    6.2950e-09    0.0000e+00
     590   9.833334e+01   1.3714e-04    6.5373e-09    0.0000e+00
     591   9.850001e+01   1.3322e-04    6.0855e-09    0.0000e+00
     592   9.866666e+01   1.2921e-04    6.7367e-09    0.0000e+00
     593   9.883334e+01   1.2509e-04    6.6408e-09    0.0000e+00
     594   9.900000e+01   1.2086e-04    6.8503e-09    0.0000e+00
     595   9.916667e+01   1.1650e-04    6.6433e-09    0.0000e+00
     596   9.933334e+01   1.1199e-04    6.3203e-09    0.0000e+00
     597   9.950001e+01   1.0734e-04    6.1486e-09    0.0000e+00
     598   9.966666e+01   1.0255e-04    6.7544e-09    0.0000e+00
     599   9.983334e+01   9.7614e-05    6.4414e-09    0.0000e+00
     600   1.000000e+02   9.2546e-05    5.7347e-09    0.0000e+00
     601   1.001667e+02   8.7353e-05    5.1693e-09    0.0000e+00
     602   1.003333e+02   8.2053e-05    5.5529e-09    0.0000e+00
     603   1.005000e+02   7.6663e-05    5.1289e-09    0.0000e+00
     604   1.006667e+02   7.1209e-05    5.2299e-09    0.0000e+00
     605   1.008333e+02   6.5718e-05    6.0780e-09    0.0000e+00
     606   1.010000e+02   6.0215e-05    5.7549e-09    0.0000e+00
     607   1.011667e+02   5.4738e-05    4.8260e-09    0.0000e+00
     608   1.013333e+02   4.9316e-05    5.9366e-09    0.0000e+00
     609   1.015000e+02   4.3984e-05    4.0587e-09    0.0000e+00
     610   1.016667e+02   3.8774e-05    5.3510e-09    0.0000e+00
     611   1.018333e+02   3.3720e-05    5.8356e-09    0.0000e+00
     612   1.020000e+02   2.8860e-05    6.1183e-09    0.0000e+00
     613   1.021667e+02   2.4217e-05    5.1895e-09    0.0000e+00
     614   1.023333e+02   1.9822e-05    3.2712e-09    0.0000e+00
     615   1.025000e+02   1.5698e-05    5.9770e-09    0.0000e+00
     616   1.026667e+02   1.1882e-05    3.9981e-09    0.0000e+00
     617   1.028333e+02   8.3936e-06    5.6943e-09    0.0000e+00
     618   1.030000e+02   5.2636e-06    5.5328e-09    0.0000e+00
     619   1.031667e+02   2.5073e-06    5.0885e-09    0.0000e+00
     620   1.033333e+02   1.5054e-07    4.8058e-09    0.0000e+00
     621   1.035000e+02  -1.8092e-06    3.8770e-09    0.0000e+00
     622   1.036667e+02  -3.3441e-06    5.8962e-09    0.0000e+00
     623   1.038333e+02  -4.4610e-06    5.3712e-09    0.0000e+00
     624   1.040000e+02  -4.7178e-06    1.8173e-09    0.0000e+00
     625   1.041667e+02  -4.8660e-06    7.6732e-10    0.0000e+00
     626   1.043333e+02  -4.9018e-06   -4.0385e-11    0.0000e+00
     627   1.045000e+02  -4.8625e-06    6.0578e-10    0.0000e+00
     628   1.046667e+02  -3.1718e-06    1.6962e-08    0.0000e+00
     629   1.048333e+02  -2.1953e-06    8.0366e-09    0.0000e+00
     630   1.050000e+02  -4.4654e-07    4.9674e-09    0.0000e+00
     631   1.051667e+02   1.7488e-06    6.9058e-09    0.0000e+00
     632   1.053333e+02   4.3318e-06    4.2808e-09    0.0000e+00
     633   1.055000e+02   7.2728e-06    6.7443e-09    0.0000e+00
     634   1.056667e+02   1.0530e-05    3.9981e-09    0.0000e+00
     635   1.058333e+02   1.4093e-05    4.5635e-09    0.0000e+00
     636   1.060000e+02   1.7923e-05    6.1789e-09    0.0000e+00
     637   1.061667e+02   2.1996e-05    7.2289e-09    0.0000e+00
     638   1.063333e+02   2.6285e-05    7.7539e-09    0.0000e+00
     639   1.065000e+02   3.0780e-05    5.1087e-09    0.0000e+00
     640   1.066667e+02   3.5475e-05    5.5933e-09    0.0000e+00
     641   1.068333e+02   4.0373e-05    5.3106e-09    0.0000e+00
     642   1.070000e+02   4.5465e-05    7.4712e-09    0.0000e+00
     643   1.071667e+02   5.0731e-05    6.2799e-09    0.0000e+00
     644   1.073333e+02   5.6137e-05    5.6741e-09    0.0000e+00
     645   1.075000e+02   6.1626e-05    6.9058e-09    0.0000e+00
     646   1.076667e+02   6.7139e-05    6.7645e-09    0.0000e+00
     647   1.078333e+02   7.2620e-05    6.9866e-09    0.0000e+00
     648   1.080000e+02   7.8026e-05    7.1280e-09    0.0000e+00
     649   1.081667e+02   8.3331e-05    7.2289e-09    0.0000e+00
     650   1.083333e+02   8.8531e-05    7.2693e-09    0.0000e+00
     651   1.085000e+02   9.3628e-05    6.7140e-09    0.0000e+00
     652   1.086667e+02   9.8639e-05    7.4409e-09    0.0000e+00
     653   1.088333e+02   1.0358e-04    7.2794e-09    0.0000e+00
     654   1.090000e+02   1.0847e-04    7.3602e-09    0.0000e+00
     655   1.091667e+02   1.1332e-04    7.1885e-09    0.0000e+00
     656   1.093333e+02   1.1814e-04    7.6631e-09    0.0000e+00
     657   1.095000e+02   1.2294e-04    7.3097e-09    0.0000e+00
     658   1.096667e+02   1.2772e-04    7.7918e-09    0.0000e+00
     659   1.098333e+02   1.3249e-04    7.8650e-09    0.0000e+00
     660   1.100000e+02   1.3726e-04    7.9817e-09    0.0000e+00
     661   1.101667e+02   1.4201e-04    8.1994e-09    0.0000e+00
     662   1.103333e+02   1.4676e-04    8.3749e-09    0.0000e+00
     663   1.105000e+02   1.5149e-04    8.7080e-09    0.0000e+00
     664   1.106667e+02   1.5623e-04    8.7484e-09    0.0000e+00
     665   1.108333e+02   1.6096e-04    7.9760e-09    0.0000e+00
     666   1.110000e+02   1.6570e-04    8.3395e-09    0.0000e+00
     667   1.111667e+02   1.7046e-04    7.9458e-09    0.0000e+00
     668   1.113333e+02   1.7523e-04    7.8347e-09    0.0000e+00
     669   1.115000e+02   1.8001e-04    8.0770e-09    0.0000e+00
     670   1.116667e+02   1.8483e-04    7.8549e-09    0.0000e+00
     671   1.118333e+02   1.8968e-04    7.1482e-09    0.0000e+00
     672   1.120000e+02   1.9457e-04    7.6530e-09    0.0000e+00
     673   1.121667e+02   1.9951e-04    7.6530e-09    0.0000e+00
     674   1.123333e+02   2.0449e-04    8.0164e-09    0.0000e+00
     675   1.125000e+02   2.0952e-04    7.6126e-09    0.0000e+00
     676   1.126667e+02   2.1461e-04    6.2395e-09    0.0000e+00
     677   1.128333e+02   2.1975e-04    7.5520e-09    0.0000e+00
     678   1.130000e+02   2.2494e-04    7.9559e-09    0.0000e+00
     679   1.131667e+02   2.3016e-04    7.4308e-09    0.0000e+00
     680   1.133333e+02   2.3541e-04    5.6539e-09    0.0000e+00
     681   1.135000e+02   2.4066e-04    8.4405e-09    0.0000e+00
     682   1.136667e+02   2.4593e-04    8.8443e-09    0.0000e+00
     683   1.138333e+02   2.5116e-04    7.4308e-09    0.0000e+00
     684   1.140000e+02   2.5637e-04    7.9559e-09    0.0000e+00
     685   1.141667e+02   2.6150e-04    6.7443e-09    0.0000e+00
     686   1.143333e+02   2.6656e-04    6.3405e-09    0.0000e+00
     687   1.145000e+02   2.7153e-04    7.9559e-09    0.0000e+00
     688   1.146667e+02   2.7637e-04    4.9270e-09    0.0000e+00
     689   1.148333e+02   2.8106e-04    7.3097e-09    0.0000e+00
     690   1.150000e+02   2.8560e-04    7.2693e-09    0.0000e+00
     691   1.151667e+02   2.8997e-04    6.3001e-09    0.0000e+00
     692   1.153333e+02   2.9413e-04    5.7751e-09    0.0000e+00
     693   1.155000e+02   2.9808e-04    9.4097e-09    0.0000e+00
     694   1.156667e+02   3.0178e-04    8.2386e-09    0.0000e+00
     695   1.158333e+02   3.0526e-04    8.1578e-09    0.0000e+00
     696   1.160000e+02   3.0849e-04    7.8347e-09    0.0000e+00
     697   1.161667e+02   3.1144e-04    5.6943e-09    0.0000e+00
     698   1.163333e+02   3.1413e-04    6.3405e-09    0.0000e+00
     699   1.165000e+02   3.1651e-04    6.9462e-09    0.0000e+00
     700   1.166667e+02   3.1862e-04    6.0981e-09    0.0000e+00
     701   1.168333e+02   3.1883e-04    7.3097e-09    0.0000e+00
     702   1.170000e+02   3.1937e-04    7.9155e-09    0.0000e+00
     703   1.171667e+02   3.2019e-04    8.1578e-09    0.0000e+00
     704   1.173333e+02   3.2115e-04    8.6020e-09    0.0000e+00
     705   1.175000e+02   3.2231e-04    7.9155e-09    0.0000e+00
     706   1.176667e+02   3.2813e-04    4.5635e-09    0.0000e+00
     707   1.178333e+02   3.2608e-04    7.7943e-09    0.0000e+00
     708   1.180000e+02   3.2487e-04    8.1578e-09    0.0000e+00
     709   1.181667e+02   3.2380e-04    1.0985e-08    0.0000e+00
     710   1.183333e+02   3.2274e-04    1.2641e-08    0.0000e+00
     711   1.185000e+02   3.2156e-04    8.9251e-09    0.0000e+00
     712   1.186667e+02   3.2018e-04    8.4001e-09    0.0000e+00
     713   1.188333e+02   3.1863e-04    8.8847e-09    0.0000e+00
     714   1.190000e+02   3.1690e-04    1.0783e-08    0.0000e+00
     715   1.191667e+02   3.1498e-04    5.0481e-09    0.0000e+00
     716   1.193333e+02   3.1287e-04    5.6943e-09    0.0000e+00
     717   1.195000e+02   3.1057e-04    7.2289e-09    0.0000e+00
     718   1.196667e+02   3.0809e-04    6.7039e-09    0.0000e+00
     719   1.198333e+02   3.0540e-04    6.3405e-09    0.0000e+00
     720   1.200000e+02   3.0249e-04    7.2693e-09    0.0000e+00
     721   1.201667e+02   2.9938e-04    4.5231e-09    0.0000e+00
     722   1.203333e+02   2.9609e-04    7.8347e-09    0.0000e+00
     723   1.205000e+02   2.9271e-04    8.4001e-09    0.0000e+00
     724   1.206667e+02   2.8928e-04    8.3193e-09    0.0000e+00
     725   1.208333e+02   2.8587e-04    6.0578e-09    0.0000e+00
     726   1.210000e+02   2.8250e-04    6.6231e-09    0.0000e+00
     727   1.211667e+02   2.7922e-04    8.6222e-09    0.0000e+00
     728   1.213333e+02   2.7599e-04    8.8039e-09    0.0000e+00
     729   1.215000e+02   2.7281e-04    6.8857e-09    0.0000e+00
     730   1.216667e+02   2.6966e-04    8.8241e-09    0.0000e+00
     731   1.218333e+02   2.6655e-04    5.2904e-09    0.0000e+00
     732   1.220000e+02   2.6341e-04    6.1587e-09    0.0000e+00
     733   1.221667e+02   2.6028e-04    5.6337e-09    0.0000e+00
     734   1.223333e+02   2.5710e-04    7.2087e-09    0.0000e+00
     735   1.225000e+02   2.5390e-04    7.2087e-09    0.0000e+00
     736   1.226667e+02   2.5067e-04    6.4010e-09    0.0000e+00
     737   1.228333e+02   2.4743e-04    7.2289e-09    0.0000e+00
     738   1.230000e+02   2.4418e-04    6.1789e-09    0.0000e+00
     739   1.231667e+02   2.4092e-04    5.8760e-09    0.0000e+00
     740   1.233333e+02   2.3766e-04    7.9559e-09    0.0000e+00
     741   1.235000e+02   2.3439e-04    6.0679e-09    0.0000e+00
     742   1.236667e+02   2.3113e-04    5.8154e-09    0.0000e+00
     743   1.238333e+02   2.2788e-04    5.6791e-09    0.0000e+00
     744   1.240000e+02   2.2465e-04    5.2248e-09    0.0000e+00
     745   1.241667e+02   2.2143e-04    5.4722e-09    0.0000e+00
     746   1.243333e+02   2.1823e-04    6.1587e-09    0.0000e+00
     747   1.245000e+02   2.1505e-04    5.5163e-09    0.0000e+00
     748   1.246667e+02   2.1189e-04    5.5668e-09    0.0000e+00
     749   1.248333e+02   2.0875e-04    5.4911e-09    0.0000e+00
     750   1.250000e+02   2.0561e-04    5.6236e-09    0.0000e+00
     751   1.251667e+02   2.0248e-04    5.5605e-09    0.0000e+00
     752   1.253333e+02   1.9936e-04    5.7599e-09    0.0000e+00
     753   1.255000e+02   1.9624e-04    5.9517e-09    0.0000e+00
     754   1.256667e+02   1.9312e-04    5.8710e-09    0.0000e+00
     755   1.258333e+02   1.9000e-04    6.1486e-09    0.0000e+00
     756   1.260000e+02   1.8690e-04    6.2193e-09    0.0000e+00
     757   1.261667e+02   1.8382e-04    5.8457e-09    0.0000e+00
     758   1.263333e+02   1.8075e-04    7.3905e-09    0.0000e+00
     759   1.265000e+02   1.7772e-04    5.7751e-09    0.0000e+00
     760   1.266667e+02   1.7472e-04    6.2193e-09    0.0000e+00
     761   1.268333e+02   1.7178e-04    6.5727e-09    0.0000e+00
     762   1.270000e+02   1.6891e-04    5.6135e-09    0.0000e+00
     763   1.271667e+02   1.6611e-04    6.8049e-09    0.0000e+00
     764   1.273333e+02   1.6342e-04    5.9568e-09    0.0000e+00
     765   1.275000e+02   1.6083e-04    7.3905e-09    0.0000e+00
     766   1.276667e+02   1.5838e-04    6.6231e-09    0.0000e+00
     767   1.278333e+02   1.5606e-04    6.4616e-09    0.0000e+00
     768   1.280000e+02   1.5389e-04    6.3808e-09    0.0000e+00
     769   1.281667e+02   1.5187e-04    6.4616e-09    0.0000e+00
     770   1.283333e+02   1.5003e-04    6.6837e-09    0.0000e+00
     771   1.285000e+02   1.4836e-04    7.4308e-09    0.0000e+00
     772   1.286667e+02   1.4688e-04    7.0472e-09    0.0000e+00
     773   1.288333e+02   1.4558e-04    6.9462e-09    0.0000e+00
     774   1.290000e+02   1.4449e-04    6.1991e-09    0.0000e+00
     775   1.291667e+02   1.4359e-04    5.4924e-09    0.0000e+00
     776   1.293333e+02   1.4290e-04    6.9866e-09    0.0000e+00
     777   1.295000e+02   1.4244e-04    6.4616e-09    0.0000e+00
     778   1.296667e+02   1.4220e-04    4.6443e-09    0.0000e+00
     779   1.298333e+02   1.4222e-04    3.6347e-10    0.0000e+00
     780   1.300000e+02   1.4235e-04   -8.8847e-10    0.0000e+00
     781   1.301667e+02   1.4258e-04   -7.4712e-10    0.0000e+00
     782   1.303333e+02   1.4289e-04   -3.6347e-10    0.0000e+00
     783   1.305000e+02   1.4334e-04    7.8751e-10    0.0000e+00
     784   1.306667e+02   1.4520e-04    1.2499e-08    0.0000e+00
     785   1.308333e+02   1.4952e-04    2.0778e-08    0.0000e+00
